Date,Price,Open,High,Low,Vol.,Change %
21-Jul-13,1442.10,1431.30,1442.85,1430.50,-,0.008100
19-Jul-13,1430.45,1416.15,1435.85,1415.60,-,0.010200
18-Jul-13,1416.00,1411.20,1419.70,1406.30,-,0.003400
17-Jul-13,1411.15,1424.30,1434.40,1402.85,-,-0.009400
16-Jul-13,1424.60,1418.85,1433.90,1413.50,-,0.003600
15-Jul-13,1419.45,1417.25,1426.80,1407.25,-,0.003100
14-Jul-13,1415.00,1410.95,1419.45,1410.20,-,0.005000
12-Jul-13,1408.00,1411.80,1417.75,1398.55,-,-0.002800
11-Jul-13,1411.90,1397.65,1413.10,1393.20,-,0.010400
10-Jul-13,1397.35,1368.15,1398.30,1356.05,-,0.021200
9-Jul-13,1368.30,1355.75,1381.00,1353.90,-,0.009100
8-Jul-13,1356.00,1328.35,1364.30,1327.25,-,0.021000
7-Jul-13,1328.05,1326.45,1334.70,1324.15,-,0.000200
5-Jul-13,1327.80,1343.80,1348.70,1311.20,-,-0.012000
4-Jul-13,1343.95,1354.20,1362.50,1337.70,-,-0.007300
3-Jul-13,1353.80,1370.55,1372.60,1341.70,-,-0.012800
2-Jul-13,1371.35,1372.10,1388.55,1366.25,-,-0.000800
1-Jul-13,1372.40,1349.20,1387.75,1335.05,-,0.018900
30-Jun-13,1347.00,1340.35,1350.75,1336.05,-,0.002700
28-Jun-13,1343.40,1316.10,1343.50,1296.10,-,0.020400
27-Jun-13,1316.60,1311.70,1332.65,1311.70,-,0.003900
26-Jun-13,1311.55,1348.40,1354.35,1302.75,-,-0.028300
25-Jun-13,1349.75,1340.45,1361.55,1328.05,-,0.007800
24-Jun-13,1339.25,1380.65,1382.15,1328.90,-,-0.029900
23-Jun-13,1380.50,1379.70,1382.25,1377.20,-,0.004000
21-Jun-13,1375.00,1334.50,1378.80,1333.35,-,0.028700
20-Jun-13,1336.70,1408.90,1419.10,1336.65,-,-0.051200
19-Jun-13,1408.85,1440.00,1443.60,1408.85,-,-0.021700
18-Jun-13,1440.15,1435.50,1445.80,1425.30,-,0.003800
17-Jun-13,1434.65,1447.75,1454.00,1432.15,-,-0.008800
16-Jun-13,1447.45,1446.95,1447.45,1444.90,-,0.001600
14-Jun-13,1445.15,1461.45,1462.75,1439.20,-,-0.011300
13-Jun-13,1461.70,1478.50,1480.30,1444.65,-,-0.011300
12-Jun-13,1478.45,1479.30,1490.45,1468.05,-,-0.001200
11-Jun-13,1480.20,1504.65,1510.90,1475.80,-,-0.016500
10-Jun-13,1505.05,1499.95,1509.05,1487.35,-,0.003300
9-Jun-13,1500.05,1501.45,1502.50,1492.05,-,-0.000100
7-Jun-13,1500.15,1525.75,1539.15,1484.45,-,-0.016900
6-Jun-13,1525.95,1509.50,1534.25,1502.50,-,0.010600
5-Jun-13,1509.95,1490.05,1513.65,1489.30,-,0.013300
4-Jun-13,1490.15,1493.10,1496.10,1480.85,-,-0.001800
3-Jun-13,1492.90,1461.95,1505.30,1458.90,-,0.020900
2-Jun-13,1462.30,1457.20,1462.35,1456.40,-,0.003800
31-May-13,1456.75,1480.60,1483.25,1453.65,-,-0.016400
30-May-13,1481.10,1457.30,1484.10,1452.85,-,0.016300
29-May-13,1457.30,1455.70,1467.80,1451.70,-,0.001100
28-May-13,1455.75,1455.10,1470.70,1445.65,-,0.000300
27-May-13,1455.30,1453.15,1463.60,1448.55,-,0.001200
26-May-13,1453.55,1453.05,1453.85,1451.00,-,0.000100
24-May-13,1453.45,1459.50,1465.35,1449.30,-,-0.004700
23-May-13,1460.30,1463.70,1471.35,1449.75,-,-0.001700
22-May-13,1462.85,1462.15,1492.80,1459.90,-,0.000800
21-May-13,1461.75,1482.05,1485.40,1446.20,-,-0.014000
20-May-13,1482.50,1435.85,1495.10,1430.70,-,0.031300
19-May-13,1437.50,1457.45,1463.75,1430.60,-,-0.011700
17-May-13,1454.50,1484.50,1486.55,1451.10,-,-0.020200
16-May-13,1484.55,1488.65,1490.85,1470.05,-,-0.003100
15-May-13,1489.20,1506.65,1506.65,1470.20,-,-0.011500
14-May-13,1506.50,1487.10,1509.50,1485.00,-,0.012700
13-May-13,1487.65,1491.80,1495.35,1477.65,-,-0.002500
12-May-13,1491.45,1493.25,1493.45,1486.30,-,-0.001600
10-May-13,1493.80,1503.00,1515.80,1472.50,-,-0.006600
9-May-13,1503.80,1501.40,1518.95,1498.80,-,0.001600
8-May-13,1501.45,1484.75,1508.65,1481.95,-,0.011500
7-May-13,1484.40,1500.40,1502.40,1477.35,-,-0.010900
6-May-13,1500.75,1502.15,1508.95,1491.45,-,-0.000900
5-May-13,1502.10,1504.45,1504.45,1497.45,-,0.001300
3-May-13,1500.10,1505.35,1518.95,1485.80,-,-0.003600
2-May-13,1505.50,1477.90,1507.60,1463.35,-,0.018500
1-May-13,1478.15,1506.65,1508.80,1466.70,-,-0.018900
30-Apr-13,1506.60,1507.30,1516.30,1494.35,-,-0.001700
29-Apr-13,1509.20,1482.90,1525.55,1482.40,-,0.017800
