Date,Price,Open,High,Low,Vol.,Change %
11-Jan-19,910.50,907.25,912.25,907.00,-,0.0036
10-Jan-19,907.25,923.50,924.50,905.75,-,-0.0179
9-Jan-19,923.75,918.50,926.38,917.50,-,0.0057
8-Jan-19,918.50,923.25,925.62,914.62,-,-0.0049
7-Jan-19,923.00,921.00,927.62,921.00,-,0.0024
6-Jan-19,920.75,921.00,922.25,919.00,-,-0.0015
4-Jan-19,922.12,910.50,922.38,910.25,-,0.0128
3-Jan-19,910.50,905.25,913.25,904.25,-,0.0041
2-Jan-19,906.75,894.00,910.50,892.25,-,0.0143
31-Dec-18,894.00,893.25,901.75,892.00,-,0.0127
28-Dec-18,882.75,868.00,886.38,868.00,-,0.0147
27-Dec-18,870.00,870.50,875.75,867.00,-,-0.0006
26-Dec-18,870.50,884.38,888.75,869.00,-,-0.0155
24-Dec-18,884.25,881.12,886.50,879.50,-,0.0011
21-Dec-18,883.25,895.50,895.50,883.25,-,-0.0137
20-Dec-18,895.50,899.50,905.25,892.75,-,-0.0039
19-Dec-18,899.00,906.88,909.88,899.00,-,-0.0085
18-Dec-18,906.75,905.00,912.25,902.25,-,0.0019
17-Dec-18,905.00,899.00,909.12,899.00,-,0.0072
16-Dec-18,898.50,898.50,898.50,898.50,-,-0.0019
14-Dec-18,900.25,906.00,910.12,900.00,-,-0.0077
13-Dec-18,907.25,919.00,919.88,905.00,-,-0.0122
12-Dec-18,918.50,914.75,928.00,914.00,-,0.0049
11-Dec-18,914.00,906.00,917.12,906.00,-,0.0055
10-Dec-18,909.00,914.00,916.38,908.50,-,-0.0036
9-Dec-18,912.25,914.75,915.00,912.25,-,-0.0041
7-Dec-18,916.00,909.75,917.88,907.50,-,0.0069
6-Dec-18,909.75,911.50,912.00,897.00,-,-0.0022
5-Dec-18,911.75,910.50,916.75,908.50,-,0.0014
4-Dec-18,910.50,904.75,913.00,899.50,-,0.0064
3-Dec-18,904.75,919.25,923.25,904.50,-,0.0129
30-Nov-18,893.25,888.75,896.50,886.50,-,0.0051
29-Nov-18,888.75,890.75,894.00,882.50,-,-0.0022
28-Nov-18,890.75,877.00,894.75,874.00,-,0.0157
27-Nov-18,877.00,862.50,880.00,858.25,-,0.0168
26-Nov-18,862.50,881.00,883.00,857.25,-,-0.0207
23-Nov-18,880.75,884.50,884.50,880.00,-,-0.0042
22-Nov-18,884.50,884.50,884.50,884.50,-,0
21-Nov-18,884.50,881.25,889.00,876.00,-,0.0037
20-Nov-18,881.25,874.00,885.75,870.75,-,0.0083
19-Nov-18,874.00,891.50,891.50,871.50,-,-0.0207
16-Nov-18,892.50,889.00,894.75,881.75,-,0.0039
15-Nov-18,889.00,883.00,897.25,883.00,-,0.0068
14-Nov-18,883.00,878.25,887.25,878.25,-,0.0054
13-Nov-18,878.25,881.50,890.75,877.25,-,-0.0037
12-Nov-18,881.50,886.00,887.00,879.50,-,-0.0051
9-Nov-18,886.00,879.00,888.50,874.00,-,0.008
8-Nov-18,879.00,879.50,884.00,864.50,-,-0.0006
7-Nov-18,879.50,884.75,888.00,876.75,-,-0.0059
6-Nov-18,884.75,885.50,889.00,878.50,-,-0.0008
5-Nov-18,885.50,886.75,892.75,881.75,-,-0.0014
4-Nov-18,886.75,886.75,886.75,886.75,-,0
2-Nov-18,886.75,880.50,900.75,878.75,-,0.0068
1-Nov-18,880.75,849.75,888.50,845.75,-,0.0362
31-Oct-18,850.00,846.00,855.00,844.75,-,0.0044
30-Oct-18,846.25,851.75,855.00,846.00,-,-0.0065
29-Oct-18,851.75,859.75,865.50,850.50,-,-0.009
28-Oct-18,859.50,858.50,859.75,858.50,-,0.0175
26-Oct-18,844.75,841.00,849.25,841.00,-,0.0045
25-Oct-18,841.00,850.00,850.75,840.00,-,-0.0115
24-Oct-18,850.75,855.75,856.75,850.00,-,-0.0058
23-Oct-18,855.75,856.50,862.75,851.25,-,-0.0012
22-Oct-18,856.75,856.25,862.75,855.75,-,0.0006
21-Oct-18,856.25,855.75,856.25,855.50,-,0
19-Oct-18,856.25,865.75,866.25,856.25,-,-0.0104
18-Oct-18,865.25,882.75,883.75,862.75,-,-0.0195
17-Oct-18,882.50,883.00,889.75,882.00,-,0
16-Oct-18,882.50,890.75,891.00,879.25,-,-0.0093
15-Oct-18,890.75,867.50,892.00,863.50,-,0.0268
14-Oct-18,867.50,867.00,867.50,867.00,-,0
12-Oct-18,867.50,859.75,868.00,858.75,-,0.009
11-Oct-18,859.75,851.25,863.50,847.00,-,0.0091
10-Oct-18,852.00,862.50,864.75,847.25,-,-0.0122
9-Oct-18,862.50,869.50,872.50,859.50,-,-0.0078
8-Oct-18,869.25,872.25,874.75,862.75,-,-0.0032
7-Oct-18,872.00,872.25,872.75,871.75,-,0.0032
5-Oct-18,869.25,859.75,870.25,851.50,-,0.0113
4-Oct-18,859.50,860.50,868.25,858.50,-,-0.0012
3-Oct-18,860.50,866.75,870.25,860.50,-,-0.0072
2-Oct-18,866.75,855.50,867.25,853.00,-,0.0132
1-Oct-18,855.50,845.50,864.00,843.00,-,0.0118
30-Sep-18,845.50,845.00,845.50,845.00,-,0.0015
28-Sep-18,844.25,853.75,859.25,842.00,-,-0.012
27-Sep-18,854.50,847.75,859.00,846.50,-,0.008
26-Sep-18,847.75,846.50,854.00,846.00,-,0.0015
25-Sep-18,846.50,841.25,858.00,837.25,-,0.0065
24-Sep-18,841.00,843.50,845.25,838.50,-,-0.003
23-Sep-18,843.50,844.50,844.50,843.50,-,-0.0074
21-Sep-18,849.75,846.25,849.75,841.25,-,0.0038
20-Sep-18,846.50,830.00,854.75,825.25,-,0.0199
19-Sep-18,830.00,814.50,831.75,813.50,-,0.0193
18-Sep-18,814.25,821.50,825.25,812.25,-,-0.0085
17-Sep-18,821.25,827.50,829.75,820.75,-,-0.0088
16-Sep-18,828.50,827.75,828.50,827.50,-,-0.0024
14-Sep-18,830.50,835.25,838.00,829.50,-,-0.0042
13-Sep-18,834.00,839.25,846.25,832.00,-,-0.0054
12-Sep-18,838.50,831.25,844.00,821.25,-,0.0084
11-Sep-18,831.50,847.00,849.50,830.75,-,-0.018
10-Sep-18,846.75,842.50,851.25,840.50,-,0.005
9-Sep-18,842.50,841.75,842.50,841.25,-,-0.003
7-Sep-18,845.00,838.25,847.00,835.25,-,0.0078
6-Sep-18,838.50,838.75,842.75,834.75,-,-0.0003
5-Sep-18,838.75,845.25,849.25,837.25,-,-0.0074
4-Sep-18,845.00,846.75,851.25,837.00,-,-0.0012
3-Sep-18,846.00,845.50,846.50,845.50,-,0.0006
31-Aug-18,845.50,829.50,846.25,829.00,-,0.0193
30-Aug-18,829.50,836.00,844.50,829.00,-,-0.0084
29-Aug-18,836.50,833.75,843.75,832.00,-,0.0033
28-Aug-18,833.75,847.75,850.25,833.00,-,-0.0159
27-Aug-18,847.25,851.00,853.25,838.25,-,-0.0091
24-Aug-18,855.00,854.50,860.50,853.50,-,0.0006
23-Aug-18,854.50,867.75,873.50,853.75,-,-0.0153
22-Aug-18,867.75,885.00,885.25,867.75,-,-0.0195
21-Aug-18,885.00,888.75,894.50,884.50,-,-0.0034
20-Aug-18,888.00,903.00,906.00,888.00,-,0.002
17-Aug-18,886.25,886.50,887.50,871.00,-,0.0008
16-Aug-18,885.50,859.00,888.25,854.75,-,0.0308
15-Aug-18,859.00,870.75,872.25,856.50,-,-0.0112
14-Aug-18,868.75,855.75,869.25,853.25,-,0.0167
13-Aug-18,854.50,846.00,859.25,839.75,-,0.0053
10-Aug-18,850.00,892.75,892.75,849.75,-,-0.0479
9-Aug-18,892.75,898.50,903.50,891.50,-,-0.0078
8-Aug-18,899.75,893.00,903.00,888.00,-,0.0078
7-Aug-18,892.75,887.75,897.50,885.75,-,0.0056
6-Aug-18,887.75,890.50,892.50,877.00,-,-0.0053
3-Aug-18,892.50,887.75,893.00,873.25,-,0.0048
2-Aug-18,888.25,887.75,893.00,876.00,-,0.0006
1-Aug-18,887.75,901.00,904.25,887.50,-,-0.0155
31-Jul-18,901.75,881.00,911.50,878.50,-,0.0236
30-Jul-18,881.00,884.25,886.25,876.25,-,0.0124
27-Jul-18,870.25,859.00,873.75,859.00,-,0.0128
26-Jul-18,859.25,873.00,881.00,858.25,-,-0.0152
25-Jul-18,872.50,859.25,872.50,852.00,-,0.0154
24-Jul-18,859.25,845.25,862.75,842.50,-,0.0163
23-Jul-18,845.50,853.25,854.50,845.50,-,-0.0056
22-Jul-18,850.25,850.25,850.25,850.25,-,0
20-Jul-18,850.25,848.00,853.25,841.25,-,0.0024
19-Jul-18,848.25,843.00,848.25,836.75,-,0.0065
18-Jul-18,842.75,840.00,847.25,835.00,-,0.0039
17-Jul-18,839.50,835.50,843.50,830.25,-,0.0057
16-Jul-18,834.75,817.75,838.00,810.75,-,0.0192
13-Jul-18,819.00,837.50,837.75,811.75,-,-0.0224
12-Jul-18,837.75,836.25,841.25,822.25,-,0.0018
11-Jul-18,836.25,849.50,850.50,831.75,-,-0.0144
10-Jul-18,848.50,855.00,865.00,846.75,-,-0.0082
9-Jul-18,855.50,875.50,879.50,850.50,-,-0.0251
6-Jul-18,877.50,839.25,880.75,837.00,-,0.0456
5-Jul-18,839.25,847.75,850.75,837.75,-,-0.0106
3-Jul-18,848.25,855.75,857.50,847.00,-,-0.0088
2-Jul-18,855.75,865.25,868.00,850.50,-,-0.0081
29-Jun-18,862.75,868.75,881.75,862.50,-,-0.0072
28-Jun-18,869.00,870.75,875.00,865.25,-,-0.0034
27-Jun-18,872.00,871.75,883.50,871.25,-,0
26-Jun-18,872.00,880.00,886.25,868.00,-,-0.0085
25-Jun-18,879.50,901.25,904.25,876.75,-,-0.019
22-Jun-18,896.50,882.75,897.50,880.00,-,0.0167
21-Jun-18,881.75,890.50,891.25,878.25,-,-0.0101
20-Jun-18,890.75,892.50,895.25,877.00,-,-0.002
19-Jun-18,892.50,904.00,905.75,842.50,-,-0.0135
18-Jun-18,904.75,905.25,914.00,897.50,-,0.0006
15-Jun-18,904.25,925.25,929.50,903.00,-,-0.0227
14-Jun-18,925.25,934.25,937.75,924.00,-,-0.0096
13-Jun-18,934.25,956.00,958.25,934.25,-,-0.022
12-Jun-18,955.25,955.75,963.25,952.00,-,-0.001
11-Jun-18,956.25,967.00,972.25,953.25,-,-0.0134
8-Jun-18,969.25,975.00,976.25,962.75,-,-0.0062
7-Jun-18,975.25,995.50,998.25,973.00,-,-0.0203
6-Jun-18,995.50,1004.75,1008.25,993.75,-,-0.0095
5-Jun-18,1005.00,1002.25,1006.50,997.25,-,0.0027
4-Jun-18,1002.25,1013.00,1014.50,1001.25,-,-0.0215
1-Jun-18,1024.25,1021.50,1026.50,1015.00,-,0.0027
31-May-18,1021.50,1024.75,1030.50,1014.25,-,-0.0024
30-May-18,1024.00,1028.75,1031.75,1015.00,-,-0.0051
29-May-18,1029.25,1045.75,1049.50,1028.00,-,-0.0158
28-May-18,1045.75,1045.50,1045.75,1045.50,-,0.0036
25-May-18,1042.00,1035.75,1044.00,1035.50,-,0.006
24-May-18,1035.75,1039.25,1050.75,1035.50,-,-0.0034
23-May-18,1039.25,1030.75,1039.75,1027.75,-,0.0087
22-May-18,1030.25,1022.25,1035.75,1020.25,-,0.0073
21-May-18,1022.75,1016.75,1027.00,1011.75,-,0.0248
20-May-18,998.00,998.00,998.00,998.00,-,0
18-May-18,998.00,997.00,1007.50,993.25,-,0.0008
17-May-18,997.25,1000.75,1007.25,992.50,-,-0.0035
16-May-18,1000.75,1018.00,1018.50,998.75,-,-0.0169
15-May-18,1018.00,1017.25,1025.25,1005.25,-,0.0007
14-May-18,1017.25,1002.75,1025.75,1002.00,-,0.0152
11-May-18,1002.00,1021.50,1022.25,1002.00,-,-0.0188
10-May-18,1021.25,1018.00,1033.25,1014.25,-,0.0032
9-May-18,1018.00,1022.50,1023.75,1011.25,-,-0.0039
8-May-18,1022.00,1013.50,1023.25,1011.25,-,0.0084
7-May-18,1013.50,1034.50,1040.00,1011.00,-,-0.0208
6-May-18,1035.00,1035.00,1035.00,1035.00,-,-0.0014
4-May-18,1036.50,1049.50,1052.50,1036.25,-,-0.0126
3-May-18,1049.75,1042.00,1055.50,1034.00,-,0.007
2-May-18,1042.50,1054.50,1054.75,1039.75,-,-0.0116
1-May-18,1054.75,1049.00,1055.25,1041.00,-,0.0055
30-Apr-18,1049.00,1058.00,1067.50,1047.00,-,0.0033
27-Apr-18,1045.50,1029.50,1046.75,1019.00,-,0.017
26-Apr-18,1028.00,1028.50,1034.50,1024.00,-,-0.0002
25-Apr-18,1028.25,1023.25,1033.25,1020.50,-,0.0054
24-Apr-18,1022.75,1020.75,1026.25,1016.25,-,0.002
23-Apr-18,1020.75,1026.75,1033.25,1017.25,-,-0.0085
22-Apr-18,1029.50,1029.50,1029.50,1029.50,-,0
20-Apr-18,1029.50,1036.75,1038.50,1027.75,-,-0.007
19-Apr-18,1036.75,1041.50,1044.75,1032.75,-,-0.0048
18-Apr-18,1041.75,1046.25,1052.50,1039.25,-,-0.0041
17-Apr-18,1046.00,1043.25,1049.00,1040.25,-,0.0031
16-Apr-18,1042.75,1054.75,1058.75,1041.50,-,-0.009
13-Apr-18,1052.25,1060.50,1067.25,1051.75,-,-0.0078
12-Apr-18,1060.50,1047.75,1061.75,1047.50,-,0.0122
11-Apr-18,1047.75,1051.00,1058.50,1047.25,-,-0.0026
10-Apr-18,1050.50,1046.25,1063.00,1045.00,-,0.0036
9-Apr-18,1046.75,1039.00,1056.75,1038.75,-,0.0116
6-Apr-18,1034.75,1012.00,1037.00,1005.25,-,0.026
5-Apr-18,1008.50,1015.75,1034.00,1004.75,-,-0.0066
4-Apr-18,1015.25,1038.75,1041.50,983.50,-,-0.0226
3-Apr-18,1038.75,1035.75,1048.75,1035.75,-,0.0022
2-Apr-18,1036.50,1046.00,1060.50,1035.25,-,-0.0079
29-Mar-18,1044.75,1020.25,1050.50,1012.50,-,0.0245
28-Mar-18,1019.75,1019.00,1023.25,1015.25,-,0.0007
27-Mar-18,1019.00,1026.75,1031.00,1017.25,-,-0.008
26-Mar-18,1027.25,1026.50,1040.25,1025.25,-,-0.0005
23-Mar-18,1027.75,1026.75,1034.25,1009.25,-,-0.0012
22-Mar-18,1029.00,1032.00,1035.50,1022.25,-,-0.0007
21-Mar-18,1029.75,1029.50,1037.25,1025.00,-,0.0019
20-Mar-18,1027.75,1022.75,1029.75,1022.25,-,0.0049
19-Mar-18,1022.75,1045.25,1045.25,1022.00,-,-0.0239
16-Mar-18,1047.75,1042.00,1050.00,1040.75,-,0.0065
15-Mar-18,1041.00,1031.00,1046.00,1027.75,-,0.0097
14-Mar-18,1031.00,1048.75,1054.00,1031.00,-,-0.0167
13-Mar-18,1048.50,1042.00,1052.00,1041.75,-,0.0067
12-Mar-18,1041.50,1036.25,1044.75,1032.00,-,0.0046
9-Mar-18,1036.75,1062.00,1065.00,1036.75,-,-0.0238
8-Mar-18,1062.00,1063.50,1069.25,1056.75,-,-0.0014
7-Mar-18,1063.50,1074.75,1077.25,1063.00,-,-0.0105
6-Mar-18,1074.75,1076.75,1077.75,1070.25,-,-0.0019
5-Mar-18,1076.75,1073.50,1079.25,1066.50,-,0.0063
2-Mar-18,1070.00,1067.75,1082.50,1063.75,-,0.0023
1-Mar-18,1067.50,1055.00,1068.50,1050.75,-,0.0118
28-Feb-18,1055.00,1049.00,1059.00,1046.25,-,0.0057
27-Feb-18,1049.00,1046.25,1055.75,1043.75,-,0.0026
26-Feb-18,1046.25,1051.25,1059.50,1045.75,-,0.0089
23-Feb-18,1037.00,1031.50,1039.50,1028.50,-,0.0053
22-Feb-18,1031.50,1034.00,1037.00,1027.25,-,-0.0024
21-Feb-18,1034.00,1025.75,1038.25,1019.25,-,0.008
20-Feb-18,1025.75,1021.25,1039.00,1021.25,-,0.0044
19-Feb-18,1021.25,1021.25,1021.25,1021.25,-,0
18-Feb-18,1021.25,1021.25,1021.25,1021.25,-,0
16-Feb-18,1021.25,1024.00,1028.25,1013.00,-,-0.0027
15-Feb-18,1024.00,1017.00,1024.50,1015.75,-,0.0069
14-Feb-18,1017.00,1010.75,1019.50,1006.00,-,0.0062
13-Feb-18,1010.75,1001.25,1013.50,998.75,-,0.0095
12-Feb-18,1001.25,996.00,1004.25,989.00,-,0.0175
9-Feb-18,984.00,987.50,989.50,979.75,-,-0.0035
8-Feb-18,987.50,984.00,995.75,978.00,-,0.0036
7-Feb-18,984.00,987.00,993.75,982.00,-,-0.003
6-Feb-18,987.00,970.25,987.50,967.75,-,0.0173
5-Feb-18,970.25,978.50,978.50,969.50,-,-0.0084
4-Feb-18,978.50,978.50,978.50,978.50,-,0
2-Feb-18,978.50,984.75,986.25,977.00,-,-0.0063
1-Feb-18,984.75,996.75,996.75,977.50,-,-0.012
31-Jan-18,996.75,999.50,1002.00,989.25,-,-0.0028
30-Jan-18,999.50,991.25,1004.75,988.50,-,0.0083
29-Jan-18,991.25,991.75,998.75,986.25,-,0.0053
26-Jan-18,986.00,991.25,995.50,983.75,-,-0.0053
25-Jan-18,991.25,990.25,1001.50,987.00,-,0.001
24-Jan-18,990.25,985.75,994.75,980.25,-,0.0046
23-Jan-18,985.75,983.25,988.75,979.50,-,0.0025
22-Jan-18,983.25,980.50,987.25,980.25,-,0.0079
19-Jan-18,975.50,972.50,982.75,972.00,-,0.0031
18-Jan-18,972.50,968.75,974.75,966.50,-,0.0034
17-Jan-18,969.25,966.75,969.25,961.25,-,0.0026
16-Jan-18,966.75,965.50,970.00,963.25,-,0.0044
12-Jan-18,962.50,949.00,962.50,944.50,-,0.0142
11-Jan-18,949.00,954.50,957.50,949.00,-,-0.0058
10-Jan-18,954.50,963.25,963.50,951.75,-,-0.0091
9-Jan-18,963.25,967.00,968.25,961.25,-,-0.0039
8-Jan-18,967.00,970.00,971.50,960.50,-,-0.0028
5-Jan-18,969.75,967.25,976.75,967.25,-,0.0026
4-Jan-18,967.25,969.00,969.00,959.25,-,-0.0018
3-Jan-18,969.00,965.50,970.00,963.50,-,0.0036
2-Jan-18,965.50,967.50,970.00,958.75,-,0.0031
29-Dec-17,962.50,956.50,963.50,955.00,-,0.0063
28-Dec-17,956.50,966.25,967.75,955.00,-,-0.0101
27-Dec-17,966.25,969.25,975.50,965.50,-,-0.0031
26-Dec-17,969.25,964.00,973.75,964.00,-,0.0202
22-Dec-17,950.10,947.88,959.12,946.62,-,0.0018
21-Dec-17,948.38,953.38,956.62,948.12,-,-0.006
20-Dec-17,954.12,955.88,959.88,953.38,-,-0.0018
19-Dec-17,955.88,962.12,964.12,955.12,-,-0.006
18-Dec-17,961.62,969.88,970.12,957.38,-,-0.006
15-Dec-17,967.38,967.88,972.12,964.12,-,-0.0002
14-Dec-17,967.62,979.88,980.88,966.62,-,-0.0122
13-Dec-17,979.62,977.12,981.38,976.12,-,0.0038
12-Dec-17,975.88,982.12,986.12,975.38,-,-0.0066
11-Dec-17,982.38,988.88,988.88,981.62,-,-0.0071
8-Dec-17,989.38,991.88,996.38,986.12,-,-0.0028
7-Dec-17,992.12,1003.88,1006.38,988.38,-,-0.011
6-Dec-17,1003.12,1008.12,1014.12,995.12,-,-0.0052
5-Dec-17,1008.38,999.12,1014.88,997.62,-,0.0098
4-Dec-17,998.62,998.38,1008.38,996.88,-,0.0043
1-Dec-17,994.38,986.88,995.88,985.62,-,0.0089
30-Nov-17,985.62,992.62,992.88,985.12,-,-0.0071
29-Nov-17,992.62,992.88,996.38,989.38,-,-0.0003
28-Nov-17,992.88,995.62,995.88,987.62,-,-0.0035
27-Nov-17,996.38,993.88,1001.38,990.62,-,0.0033
24-Nov-17,993.12,994.88,999.62,991.12,-,-0.0043
22-Nov-17,997.38,987.88,999.38,987.62,-,0.0081
21-Nov-17,989.38,989.62,991.12,986.38,-,-0.0005
20-Nov-17,989.88,989.88,991.88,983.12,-,-0.0007
17-Nov-17,990.62,972.62,991.88,971.62,-,0.019
16-Nov-17,972.12,976.38,978.38,970.38,-,-0.0041
15-Nov-17,976.12,969.12,977.88,968.12,-,0.0088
14-Nov-17,967.62,975.12,977.12,967.12,-,-0.0069
13-Nov-17,974.38,987.12,990.12,973.88,-,-0.0129
10-Nov-17,987.12,985.88,990.75,983.88,-,0.0023
9-Nov-17,984.88,998.12,1007.62,983.62,-,-0.0135
8-Nov-17,998.38,996.00,999.38,994.88,-,0.0023
7-Nov-17,996.12,994.38,998.62,991.38,-,0.0023
6-Nov-17,993.88,987.12,995.62,985.38,-,0.0066
3-Nov-17,987.38,998.62,998.88,985.88,-,-0.0118
2-Nov-17,999.12,990.12,1000.38,990.12,-,0.0078
1-Nov-17,991.38,984.75,994.88,983.88,-,0.0069
31-Oct-17,984.62,984.38,988.38,982.12,-,0.0002
30-Oct-17,984.38,986.88,993.25,983.12,-,0.01
27-Oct-17,974.62,970.62,976.62,969.88,-,0.0041
26-Oct-17,970.62,975.88,978.62,970.62,-,-0.0051
25-Oct-17,975.62,975.88,983.12,975.38,-,0.0002
24-Oct-17,975.38,979.88,982.88,972.88,-,-0.0053
23-Oct-17,980.62,977.12,982.88,975.12,-,0.002
20-Oct-17,978.62,985.38,993.88,978.62,-,-0.0081
19-Oct-17,986.62,983.38,988.88,983.38,-,0.0025
18-Oct-17,984.12,985.38,988.38,981.88,-,-0.0003
17-Oct-17,984.38,989.38,990.38,982.62,-,-0.0061
16-Oct-17,990.38,997.88,998.75,990.38,-,-0.009
13-Oct-17,999.38,990.88,1003.12,990.38,-,0.0073
12-Oct-17,992.12,964.88,997.38,961.88,-,0.0277
11-Oct-17,965.38,965.62,967.38,963.38,-,-0.0005
10-Oct-17,965.88,966.25,975.62,964.38,-,-0.0008
9-Oct-17,966.62,974.38,976.88,965.38,-,-0.0059
6-Oct-17,972.38,967.88,972.88,963.62,-,0.0044
5-Oct-17,968.12,958.38,970.88,957.88,-,0.0102
4-Oct-17,958.38,955.62,961.62,952.88,-,0.0034
3-Oct-17,955.12,956.38,961.12,952.62,-,-0.0021
2-Oct-17,957.12,967.38,967.88,956.38,-,-0.0101
29-Sep-17,966.88,959.12,975.88,955.38,-,0.0076
28-Sep-17,959.62,964.88,965.88,957.62,-,-0.0057
27-Sep-17,965.12,963.12,968.38,958.12,-,0.0018
26-Sep-17,963.38,971.62,974.12,962.62,-,-0.0082
25-Sep-17,971.38,983.38,985.62,971.12,-,-0.0132
22-Sep-17,984.38,969.62,986.88,969.12,-,0.0139
21-Sep-17,970.88,970.12,972.88,963.12,-,0.0008
20-Sep-17,970.12,966.88,973.88,964.88,-,0.0047
19-Sep-17,965.62,968.12,971.62,958.62,-,-0.0018
18-Sep-17,967.38,966.62,976.38,966.62,-,-0.0015
15-Sep-17,968.88,975.38,977.50,967.38,-,-0.0077
14-Sep-17,976.38,960.88,978.12,960.38,-,0.0164
13-Sep-17,960.62,949.62,963.38,946.88,-,0.0105
12-Sep-17,950.62,960.38,965.62,938.62,-,-0.0102
11-Sep-17,960.38,964.62,968.62,957.00,-,-0.0016
8-Sep-17,961.88,967.88,976.62,961.88,-,-0.007
7-Sep-17,968.62,971.38,977.25,965.88,-,-0.0022
6-Sep-17,970.75,967.62,976.62,964.88,-,0.003
5-Sep-17,967.88,953.38,973.38,952.62,-,0.02
1-Sep-17,948.88,947.62,951.62,943.12,-,0.0024
31-Aug-17,946.62,933.12,948.62,932.88,-,0.0139
30-Aug-17,933.62,936.88,940.88,931.62,-,-0.0043
29-Aug-17,937.62,940.62,943.62,934.62,-,-0.0042
28-Aug-17,941.62,943.88,950.38,938.12,-,0.0027
25-Aug-17,939.12,939.88,941.75,937.12,-,-0.0021
24-Aug-17,941.12,934.38,942.50,932.38,-,0.0061
23-Aug-17,935.38,941.00,943.12,929.12,-,0.0019
22-Aug-17,933.62,931.62,938.38,927.88,-,0.0013
21-Aug-17,932.38,935.12,936.12,930.25,-,-0.0053
18-Aug-17,937.38,930.12,938.88,927.88,-,0.0078
17-Aug-17,930.12,925.62,931.88,922.12,-,0.0089
16-Aug-17,921.88,921.38,925.50,917.38,-,0
15-Aug-17,921.88,932.62,934.25,920.38,-,-0.012
14-Aug-17,933.12,929.62,934.38,924.88,-,-0.0053
11-Aug-17,938.12,935.12,939.50,930.38,-,0.0048
10-Aug-17,933.62,966.38,980.38,932.12,-,-0.0329
